"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-776 0.043648080636891 2 90 "GO:0009611" "response to wounding" 0.288408836613381
164 0.763083254572429 2 45 "GO:0009612" "response to mechanical stimulus" 0.928777519992557
244 0.549482705634807 4 80 "GO:0009615" "response to virus" 0.825779548187018
1 0.996011386897256 4 212 "GO:0009617" "response to bacterium" 0.998402196755387
67 0.874948702610453 4 74 "GO:0009620;GO:0050832" "response to fungus" 0.968403334773722
1571 0.19521992578394 4 9 "GO:0009624" "response to nematode" 0.566959601463907
579 0.45591543849674 4 22 "GO:0009626;GO:0034050" "programmed cell death induced by symbiont" 0.783382266166522
453 0.000209528054338677 2 958 "GO:0009628" "response to abiotic stimulus" 0.0102939900578625
2453 0.0116698543868867 3 14 "GO:0009629" "response to gravity" 0.140320608237906
-1401 0.308333270993717 3 7 "GO:0009631" "cold acclimation" 0.674913459747012
1148 0.318560230396185 3 10 "GO:0009635" "response to herbicide" 0.685019321387471
-823 0.083081764769315 2 59 "GO:0009636" "response to toxic substance" 0.392476753027895
-1736 0.0221915022967094 2 23 "GO:0009637" "response to blue light" 0.201460246937084
55 0.935734520992864 5 29 "GO:0009639" "response to red or far red light" 0.982556540021675
-155 0.887847327471441 2 11 "GO:0009640" "photomorphogenesis" 0.971606509308369
-503 0.343884136252419 5 47 "GO:0009642" "response to light intensity" 0.708116446247585
749 0.396024440213921 2 17 "GO:0009644" "response to high light intensity" 0.742439590952273
-3028 0.000287551891098425 2 19 "GO:0009645" "response to low light intensity stimulus" 0.0130523554046416
-1354 0.264318916891406 2 9 "GO:0009646" "response to absence of light" 0.630543870480905
1977 0.0211663421717519 5 18 "GO:0009648" "photoperiodism" 0.195554524135478
-586 0.355340864509907 2 33 "GO:0009649" "entrainment of circadian clock" 0.719642798347901
1484 0.248757234144201 2 8 "GO:0009650" "UV protection" 0.6174287925253
389 0.205107273653062 4 142 "GO:0009651" "response to salt stress" 0.578144131436583
-177 0.25125000156897 2 583 "GO:0009653" "anatomical structure morphogenesis" 0.619454674298926
3400 4.94581495228576e-07 2 29 "GO:0009657;GO:0009658" "plastid organization" 8.26148929629813e-05
976 0.447863850540805 4 8 "GO:0009664" "plant-type cell wall organization" 0.778148009316965
3246 0.00744701392923903 6 9 "GO:0009668;GO:0010027" "thylakoid membrane organization" 0.110279184994689
-1221 0.314262767741657 4 9 "GO:0009692;GO:0043449;GO:1900673;GO:0009693;GO:0043450;GO:1900674;GO:0120251" "hydrocarbon biosynthetic process" 0.679276044559606
-1452 0.291138889598932 3 7 "GO:0009694" "jasmonic acid metabolic process" 0.657542456984933
-574 0.724259832968311 5 5 "GO:0009696" "salicylic acid metabolic process" 0.908612199249681
-174 0.868720687799573 3 12 "GO:0009698;GO:0009699" "phenylpropanoid metabolic process" 0.966665318486809
-903 0.390135305508418 5 12 "GO:0009700;GO:0046217;GO:0010120;GO:0052317;GO:0050826;GO:0080136;GO:1902065" "response to freezing" 0.741056374479181
285 0.0923563001553422 2 478 "GO:0009719" "response to endogenous stimulus" 0.411513745431199
2116 0.00771747194291032 2 21 "GO:0009723" "response to ethylene" 0.11112467751475
431 0.0280195279008863 3 354 "GO:0009725" "response to hormone" 0.222898066906816
258 0.87409339619345 3 5 "GO:0009726" "detection of endogenous stimulus" 0.968044659538037
819 0.16599353386202 2 38 "GO:0009733" "response to auxin" 0.534868053555398
277 0.727433415672784 5 21 "GO:0009734" "auxin-activated signaling pathway" 0.910595321904359
229 0.640733668434527 4 55 "GO:0009735" "response to cytokinin" 0.868456261966734
52 0.908887001199898 2 64 "GO:0009737" "response to abscisic acid" 0.976031320351304
293 0.380323794438176 2 120 "GO:0009738" "abscisic acid-activated signaling pathway" 0.733732607874447
177 0.913477059704584 2 5 "GO:0009739" "response to gibberellin" 0.977386625907179
-616 0.330925708536302 6 33 "GO:0009742" "brassinosteroid mediated signaling pathway" 0.695493587744135
277 0.500015870641834 4 79 "GO:0009743" "response to carbohydrate" 0.804298596113427
339 0.654729982680906 2 23 "GO:0009744;GO:0034285" "response to disaccharide" 0.877419207648159
181 0.720678134977506 3 52 "GO:0009746;GO:0034284;GO:0009749" "response to monosaccharide" 0.907586932257972
-799 0.466390458858915 2 11 "GO:0009750" "response to fructose" 0.78692790149286
2712 0.00530146701547076 4 14 "GO:0009751" "response to salicylic acid" 0.093742041740643
1254 0.168071773457838 2 16 "GO:0009753" "response to jasmonic acid" 0.535530914030427
323 0.209765066317894 4 203 "GO:0009755" "hormone-mediated signaling pathway" 0.585547404374014
1303 0.16559507806728 5 15 "GO:0009756;GO:0010182" "sugar mediated signaling pathway" 0.534755745994734
-2728 6.89290899811712e-10 4 68 "GO:0009765" "photosynthesis, light harvesting" 2.78421872931431e-07
4241 2.64298610283871e-05 2 13 "GO:0009767" "photosynthetic electron transport chain" 0.00193633508165868
-2039 0.025036388222776 2 16 "GO:0009768" "photosynthesis, light harvesting in photosystem I" 0.210737226310891
5024 0.000258947782776449 3 7 "GO:0009772" "photosynthetic electron transport in photosystem II" 0.0118831422074116
-1030 0.0552301040713206 4 46 "GO:0009787;GO:1905957;GO:1901419" "regulation of response to alcohol" 0.321226900559659
-1995 0.0085749753748146 3 23 "GO:0009788;GO:1905958;GO:1901420" "negative regulation of abscisic acid-activated signaling pathway" 0.118181838829128
49 0.94950156290306 5 22 "GO:0009789;GO:1901421;GO:1905959" "positive regulation of response to alcohol" 0.987107841503596
260 0.341678588207227 2 179 "GO:0009790" "embryo development" 0.706011768606324
235 0.411796730693075 2 163 "GO:0009791" "post-embryonic development" 0.756893990921779
-38 0.919786327438459 4 95 "GO:0009792" "embryo development ending in birth or egg hatching" 0.977698177015052
593 0.13627180130855 3 84 "GO:0009793" "embryo development ending in seed dormancy" 0.485141553507677
-1199 0.06254326998877 3 32 "GO:0009798" "axis specification" 0.337879295566757
-1099 0.42399889356992 5 7 "GO:0009808;GO:0009809" "lignin biosynthetic process" 0.764930418142754
-1143 0.32059008863552 2 10 "GO:0009812" "flavonoid metabolic process" 0.685861170432577
-163 0.920308476801344 3 5 "GO:0009813" "flavonoid biosynthetic process" 0.977698177015052
142 0.892337037718859 2 12 "GO:0009820" "alkaloid metabolic process" 0.974229179375733
2663 0.101668620060118 4 5 "GO:0009822" "alkaloid catabolic process" 0.427561084965813
-249 0.690488686655491 2 34 "GO:0009826" "unidimensional cell growth" 0.895212901419848
1423 0.338089552753505 2 6 "GO:0009838" "abscission" 0.701720662176261
-1950 0.00740724813477244 2 25 "GO:0009845" "seed germination" 0.110080669789358
153 0.866265166725401 2 16 "GO:0009846" "pollen germination" 0.966078785120192
-407 0.784174114758309 4 6 "GO:0009850" "auxin metabolic process" 0.939389300984136
1207 0.250504564170256 2 12 "GO:0009853" "photorespiration" 0.619454674298926
-867 0.263709868535548 3 22 "GO:0009860;GO:0009932" "cell tip growth" 0.630541146897857
1421 0.269434444269255 2 8 "GO:0009861" "jasmonic acid and ethylene-dependent systemic resistance" 0.636401719043218
2720 0.0344510443629203 2 8 "GO:0009863;GO:0009862" "salicylic acid mediated signaling pathway" 0.250364502065037
-241 0.870903191683081 4 6 "GO:0009864" "induced systemic resistance, jasmonic acid mediated signaling pathway" 0.967773211407277
631 0.461956766304001 2 18 "GO:0009867" "jasmonic acid mediated signaling pathway" 0.784292079046149
619 0.415096632278307 2 23 "GO:0009873" "ethylene-activated signaling pathway" 0.758967988358979
236 0.801492780519636 2 15 "GO:0009877" "nodulation" 0.94510288084154
-807 0.360750623328692 3 17 "GO:0009880" "embryonic pattern specification" 0.723928209044026
-1132 0.0416413167776785 3 43 "GO:0009886" "post-embryonic animal morphogenesis" 0.281838150508242
-405 0.199917987634671 3 134 "GO:0009887" "animal organ morphogenesis" 0.571813355264919
-380 0.225837046464271 3 136 "GO:0009888" "tissue development" 0.601571109334224
546 0.000774891254523316 2 524 "GO:0009890;GO:0010558;GO:0031327;GO:2000113;GO:0045934" "negative regulation of biosynthetic process" 0.0254798888101525
832 2.82167579939154e-08 2 619 "GO:0009891;GO:0010557;GO:0031328;GO:0045935" "positive regulation of nucleobase-containing compound metabolic process" 7.85554542550605e-06
341 0.00172860900052581 4 1238 "GO:0009893;GO:0010604;GO:0031325;GO:0051173" "positive regulation of metabolic process" 0.0467210002011096
501 0.00266521050717938 2 496 "GO:0009894;GO:0031329" "regulation of catabolic process" 0.0621783188714027
512 0.0997583834314854 2 138 "GO:0009895;GO:0031330" "negative regulation of catabolic process" 0.425012407682299
385 0.0938322861143797 2 256 "GO:0009896;GO:0031331" "positive regulation of catabolic process" 0.414725381237187
301 0.512544044315824 2 63 "GO:0009908;GO:0090567;GO:0048367" "shoot system development" 0.808900328804609
-561 0.490389549085897 2 20 "GO:0009909" "regulation of flower development" 0.801766724621143
-10 0.993745782801234 2 9 "GO:0009911" "positive regulation of flower development" 0.997857166633331
465 0.671506680487093 5 11 "GO:0009913" "epidermal cell differentiation" 0.885779173252761
72 0.919709356355251 2 26 "GO:0009914" "hormone transport" 0.977698177015052
1407 0.199628761034024 5 11 "GO:0009926;GO:0060918" "auxin transport" 0.571813355264919
-252 0.7951971206305 4 14 "GO:0009948" "anterior/posterior axis specification" 0.943392947657093
-309 0.822390049672754 4 7 "GO:0009950" "dorsal/ventral axis specification" 0.950276936201832
-351 0.579925084471641 2 33 "GO:0009952" "anterior/posterior pattern specification" 0.840671072657384
-1626 0.045689531416598 2 20 "GO:0009953" "dorsal/ventral pattern formation" 0.293705902834169
-4200 0.00983553098708235 2 5 "GO:0009960" "endosperm development" 0.126769066055728
803 0.485313841837599 4 10 "GO:0009965" "leaf morphogenesis" 0.799650200716671
-339 0.00286899894943377 2 1127 "GO:0009966;GO:0010646;GO:0023051" "regulation of cell communication" 0.0644437090562857
-319 0.0611409436625884 3 473 "GO:0009967;GO:0010647;GO:0023056" "positive regulation of cell communication" 0.333757621875777
-162 0.285581941002001 2 601 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of response to stimulus" 0.652758722290288
-1678 0.258688665046873 4 6 "GO:0009992" "cellular water homeostasis" 0.625762647172138
-874 0.322204154998265 2 17 "GO:0010001" "glial cell differentiation" 0.686142775002229
1006 0.464396918385428 4 7 "GO:0010015" "root morphogenesis" 0.785150417480788
2459 0.130755149085698 4 5 "GO:0010019" "chloroplast-nucleus signaling pathway" 0.479795445202992
2373 0.144738085729075 2 5 "GO:0010025;GO:0010166" "wax biosynthetic process" 0.497359674669304
1516 0.148951545113578 3 12 "GO:0010029;GO:1900140" "regulation of seed germination" 0.506532290223373
211 0.896719448908727 3 5 "GO:0010030" "positive regulation of seed germination" 0.974928513054633
1725 0.28896045508067 3 5 "GO:0010032" "meiotic chromosome condensation" 0.656528215678388
253 0.0349044877263385 2 997 "GO:0010033" "response to organic substance" 0.252200256778348
93 0.612259817470891 2 405 "GO:0010035" "response to inorganic substance" 0.854544451122474
-619 0.652609937654656 2 7 "GO:0010037;GO:0071244" "response to carbon dioxide" 0.876619662382756
17 0.943004837947649 4 247 "GO:0010038" "response to metal ion" 0.986222940964033
-2858 0.0789648559807134 2 5 "GO:0010039" "response to iron ion" 0.38210572256716
-1296 0.111304911408459 2 20 "GO:0010043" "response to zinc ion" 0.44865763517541
1881 0.102183009154028 2 10 "GO:0010051" "xylem and phloem pattern formation" 0.427794120779121
-2065 0.108464109408142 5 8 "GO:0010053" "root epidermal cell differentiation" 0.444711007399423
3504 0.0183313455967165 2 6 "GO:0010075;GO:0010082" "regulation of meristem growth" 0.181833014755079
-178 0.822847165654553 2 21 "GO:0010087" "phloem or xylem histogenesis" 0.950279248831143
-1817 0.221111258450734 3 6 "GO:0010089" "xylem development" 0.59760117528331
-101 0.945980535987951 2 6 "GO:0010090" "trichome morphogenesis" 0.986720298282026
-575 0.655122866246877 2 8 "GO:0010099;GO:2000030" "regulation of response to red or far red light" 0.877419207648159
186 0.90918626344985 2 5 "GO:0010106" "cellular response to iron ion starvation" 0.976031320351304
1152 0.253896093370683 2 13 "GO:0010109" "regulation of photosynthesis" 0.622014251107645
-32 0.979045081141044 2 9 "GO:0010114" "response to red light" 0.992907078090321
367 0.749930419177142 2 10 "GO:0010118" "stomatal movement" 0.921361997788686
291 0.727865705104586 2 19 "GO:0010119" "regulation of stomatal movement" 0.910595321904359
352 0.602951897308411 3 29 "GO:0010150;GO:0090693" "leaf senescence" 0.849687107001209
1046 0.520459064437848 2 5 "GO:0010152" "pollen maturation" 0.811979273303506
276 0.801430489529248 4 11 "GO:0010154" "fruit development" 0.94510288084154
371 0.683302895160611 2 16 "GO:0010165" "response to X-ray" 0.890875082794478
-56 0.967539071134543 3 7 "GO:0010167;GO:0015706;GO:0071249" "response to nitrate" 0.990339915521848
-1807 0.0854658919991964 3 12 "GO:0010171" "body morphogenesis" 0.397397283654066
-2198 0.110038923501484 2 7 "GO:0010172" "embryonic body morphogenesis" 0.446460255761725
1091 0.133944644992911 2 25 "GO:0010183;GO:0050918" "positive chemotaxis" 0.481661596591397
141 0.912776456781283 3 8 "GO:0010193" "response to ozone" 0.977386625907179
-785 0.597065614014147 3 6 "GO:0010197" "polar nucleus fusion" 0.848076872150707
656 0.500118695956677 4 14 "GO:0010200" "response to chitin" 0.804298596113427
2314 0.0563933492526966 2 9 "GO:0010206" "photosystem II repair" 0.323344285502848
2200 0.0696617302426105 3 9 "GO:0010207" "photosystem II assembly" 0.361412309004118
-2208 0.0355326462383535 2 12 "GO:0010208;GO:0010584;GO:0085029" "extracellular matrix assembly" 0.25539471719684
690 0.176646006520251 4 51 "GO:0010212" "response to ionizing radiation" 0.544988525535081
868 0.593650374465134 2 5 "GO:0010214" "seed coat development" 0.846797238584648
-2786 0.0867909725474215 6 5 "GO:0010218" "response to far red light" 0.397852681890921
-543 0.292116376262793 6 50 "GO:0010224" "response to UV-B" 0.659037270271974
875 0.524779455746015 6 7 "GO:0010225" "response to UV-C" 0.813991789142569
-1 0.999479511632561 2 10 "GO:0010226" "response to lithium ion" 0.999854738834285
830 0.320084961533113 3 19 "GO:0010228" "vegetative to reproductive phase transition of meristem" 0.685861170432577
1317 0.229846458843848 2 11 "GO:0010229" "inflorescence development" 0.602697865102537
119 0.507060413132959 4 425 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.806620492415646
-3138 0.0346117180938966 2 6 "GO:0010256" "endomembrane system organization" 0.25093495618075
499 0.549926466357303 8 19 "GO:0010257;GO:0032981;GO:0097031" "mitochondrial respiratory chain complex I assembly" 0.825779548187018
-584 0.562618691696243 2 13 "GO:0010259" "multicellular organism aging" 0.831918178398572
-1562 0.337090816456179 2 5 "GO:0010273" "detoxification of copper ion" 0.700692508472376
491 0.640139946617184 2 12 "GO:0010286" "heat acclimation" 0.868456261966734
-930 0.567540266746618 2 5 "GO:0010288" "response to lead ion" 0.833593716313853
1959 0.0887170976471499 6 10 "GO:0010310" "regulation of hydrogen peroxide metabolic process" 0.40264358191899
1023 0.373884731982856 3 10 "GO:0010311" "lateral root formation" 0.731474349316391
626 0.371585958149393 2 27 "GO:0010332;GO:0071479" "response to gamma radiation" 0.730231981756172
298 0.817099218411745 3 8 "GO:0010344" "seed oilbody biogenesis" 0.947835093357624
-1212 0.456222622441806 3 5 "GO:0010363" "regulation of plant-type hypersensitive response" 0.783382266166522
904 0.578590795186353 3 5 "GO:0010380;GO:0090056" "regulation of chlorophyll biosynthetic process" 0.840634080058803
-1092 0.0494610484370921 2 43 "GO:0010383;GO:0016998;GO:0044347" "cell wall polysaccharide metabolic process" 0.306918432779101
-96 0.785528334588844 2 107 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 0.94018404114494
2224 0.0426855963118618 2 11 "GO:0010390" "histone monoubiquitination" 0.286123676080794
-2233 0.132805074452188 6 6 "GO:0010393;GO:0045488" "pectin metabolic process" 0.480737592841267
84 0.904062664383758 2 27 "GO:0010410;GO:0045491;GO:0045493" "hemicellulose metabolic process" 0.975756012268166
-2039 0.0433443088109599 2 13 "GO:0010447" "response to acidic pH" 0.287011433598693
-125 0.938683447069737 2 5 "GO:0010452" "histone H3-K36 methylation" 0.984168233734176
-1013 0.225200394170858 2 19 "GO:0010453" "regulation of cell fate commitment" 0.601571109334224
-1125 0.489198346244144 5 5 "GO:0010455" "positive regulation of cell fate commitment" 0.801134232908057
596 0.66487228051461 2 7 "GO:0010457" "centriole-centriole cohesion" 0.882832001090306
-1576 0.150873815069946 3 11 "GO:0010458" "exit from mitosis" 0.510574596217256
-636 0.392355278729279 4 24 "GO:0010466;GO:0010951" "negative regulation of endopeptidase activity" 0.741056374479181
535 0.391661943294025 2 34 "GO:0010467" "gene expression" 0.741056374479181
197 0.681281735797309 3 58 "GO:0010469" "regulation of signaling receptor activity" 0.889350587274011
-2073 0.087477610941724 5 9 "GO:0010470" "regulation of gastrulation" 0.399242080101245
508 0.383821862792981 2 39 "GO:0010499" "proteasomal ubiquitin-independent protein catabolic process" 0.736777418632371
391 0.173524692665624 3 162 "GO:0010506" "regulation of autophagy" 0.5395198814624
65 0.892992846668583 2 57 "GO:0010507" "negative regulation of autophagy" 0.974229179375733
68 0.890703409477102 3 55 "GO:0010508" "positive regulation of autophagy" 0.973966336207483
1490 0.278593603209998 3 7 "GO:0010515" "negative regulation of induction of conjugation with cellular fusion" 0.644546751803297
-718 0.176592048837029 6 47 "GO:0010517;GO:0060191" "regulation of lipase activity" 0.544988525535081
-487 0.478898629674598 4 28 "GO:0010518;GO:0060193" "positive regulation of lipase activity" 0.793671686920063
-1316 0.135874780214233 2 17 "GO:0010519;GO:0060192;GO:1900275" "negative regulation of lipase activity" 0.484554297331031
537 0.555409745026491 4 16 "GO:0010520;GO:0060631" "regulation of meiosis I" 0.828877245450873
-684 0.247097523880738 2 38 "GO:0010522;GO:0051279;GO:1903169;GO:0090279" "regulation of calcium ion transmembrane transport" 0.6174287925253
-1899 0.13989045774273 3 8 "GO:0010524" "positive regulation of calcium ion transport into cytosol" 0.490634807017876
3945 0.0153289925480729 5 5 "GO:0010525" "regulation of transposition, RNA-mediated" 0.16541052423967
2532 0.00924730075708149 4 14 "GO:0010528;GO:0010529" "regulation of transposition" 0.124102037428183
-831 0.410452988013218 5 13 "GO:0010543;GO:0010544;GO:0034111;GO:0090330;GO:0090331" "regulation of platelet activation" 0.75575470808783
-630 0.488452435692623 3 16 "GO:0010559;GO:1903018;GO:0060049" "regulation of glycoprotein metabolic process" 0.800854876895325
60 0.744438968386453 5 406 "GO:0010564" "regulation of cell cycle process" 0.919216081464471
729 0.20584970898025 2 40 "GO:0010565" "regulation of cellular ketone metabolic process" 0.579264410176229
-2833 0.0393531308087681 2 7 "GO:0010566" "regulation of ketone biosynthetic process" 0.269850039831553
189 0.830056118514924 4 17 "GO:0010569" "regulation of double-strand break repair via homologous recombination" 0.952668120274371
2963 0.0100307308077087 4 10 "GO:0010570;GO:1900428;GO:1900430;GO:0090033" "regulation of filamentous growth" 0.128887174932282
-1461 0.20432896380358 2 10 "GO:0010574;GO:0010575" "regulation of vascular endothelial growth factor production" 0.577319183250169
375 0.721114329796923 7 12 "GO:0010592;GO:1902745;GO:0031529;GO:0051496" "positive regulation of lamellipodium organization" 0.907586932257972
-697 0.32878829026457 2 26 "GO:0010594" "regulation of endothelial cell migration" 0.69263301855834
-573 0.528529330691161 5 16 "GO:0010595" "positive regulation of endothelial cell migration" 0.815363171085679
3339 0.00590038381373619 3 9 "GO:0010603" "regulation of cytoplasmic mRNA processing body assembly" 0.0975182092994682
354 0.00257156534441994 2 1044 "GO:0010605;GO:0009892" "negative regulation of metabolic process" 0.0617175682660786
3348 0.0241752433205011 2 6 "GO:0010606" "positive regulation of cytoplasmic mRNA processing body assembly" 0.208527952090433
309 0.711479557900375 6 19 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle hypertrophy" 0.904143778435654
919 0.424427822400463 2 10 "GO:0010613;GO:0014742" "positive regulation of cardiac muscle hypertrophy" 0.764930418142754
-370 0.760597610403688 3 9 "GO:0010614;GO:0014741" "negative regulation of cardiac muscle hypertrophy" 0.926832687786928
-584 0.413401423701361 3 26 "GO:0010623" "programmed cell death involved in cell development" 0.758841470495333
932 1.52470852243826e-09 6 583 "GO:0010628" "positive regulation of gene expression" 5.30598565808514e-07
458 0.00187333671629722 2 643 "GO:0010629" "negative regulation of gene expression" 0.0492015982846364
610 0.106981710991868 3 93 "GO:0010632" "regulation of epithelial cell migration" 0.440587401481302
-1984 0.181598664678079 5 6 "GO:0010633" "negative regulation of epithelial cell migration" 0.550077171058098
775 0.214557584468832 2 34 "GO:0010634" "positive regulation of epithelial cell migration" 0.591077063276203
-194 0.346503599155748 3 320 "GO:0010638" "positive regulation of organelle organization" 0.711405619505607
-463 0.0635157712534694 2 216 "GO:0010639" "negative regulation of organelle organization" 0.341366616157642
2245 0.026096800224779 5 13 "GO:0010649;GO:0010650;GO:0034112;GO:0045760;GO:0071286;GO:0098902;GO:0099612;GO:1900825;GO:1900827;GO:1904181;GO:1902259;GO:1902260;GO:1903817" "regulation of cell communication by electrical coupling" 0.21452802704464
-221 0.881788708299007 5 6 "GO:0010656" "negative regulation of muscle cell apoptotic process" 0.970571862376556
763 0.529071411521796 2 9 "GO:0010660" "regulation of muscle cell apoptotic process" 0.815363171085679
-677 0.677421933816237 8 5 "GO:0010662;GO:0010665" "regulation of striated muscle cell apoptotic process" 0.887716591514341
-970 0.480735794404157 2 7 "GO:0010669" "epithelial structure maintenance" 0.795390411809311
106 0.825587276614922 2 57 "GO:0010675;GO:0043255" "regulation of cellular carbohydrate metabolic process" 0.951579035174916
144 0.900154754010474 6 10 "GO:0010676;GO:0010907;GO:0045722" "positive regulation of cellular carbohydrate metabolic process" 0.975527542103668
560 0.502563406634899 3 19 "GO:0010677;GO:0045912" "negative regulation of carbohydrate metabolic process" 0.804298596113427
-2017 0.215082177092857 6 5 "GO:0010701;GO:0014061;GO:0033605" "regulation of norepinephrine secretion" 0.591645889289494
2877 0.0770339424220919 3 5 "GO:0010717" "regulation of epithelial to mesenchymal transition" 0.37846322771136
-60 0.820724449902508 2 192 "GO:0010720;GO:0051962" "positive regulation of cell development" 0.950192764844157
3127 0.0352608556544244 2 6 "GO:0010726" "positive regulation of hydrogen peroxide metabolic process" 0.253878160711856
569 0.443555172214597 5 24 "GO:0010737" "protein kinase A signaling" 0.775339639668546
-1434 0.237106417247495 2 9 "GO:0010752" "regulation of cGMP-mediated signaling" 0.604491085729877
-4117 0.0113893148409204 4 5 "GO:0010753" "positive regulation of cGMP-mediated signaling" 0.138221239090505
-1578 0.251040049295167 2 7 "GO:0010755" "regulation of plasminogen activation" 0.619454674298926
-894 0.58288723455632 6 5 "GO:0010757" "negative regulation of plasminogen activation" 0.840824016469573
2576 0.0141806478396643 2 12 "GO:0010765;GO:1902307;GO:2000651" "positive regulation of sodium ion transport" 0.156418107073544
233 0.856439087374762 2 8 "GO:0010766;GO:0030948;GO:1902306;GO:2000650" "negative regulation of sodium ion transport" 0.962580719799046
1622 0.274834121987428 6 6 "GO:0010767;GO:0010768" "regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage" 0.640198844215119
-443 0.262771567719101 2 85 "GO:0010769" "regulation of cell morphogenesis involved in differentiation" 0.630541146897857
-452 0.534841532390319 3 25 "GO:0010770" "positive regulation of cell morphogenesis involved in differentiation" 0.81737016413438
12 0.986583802971341 3 25 "GO:0010771" "negative regulation of cell morphogenesis involved in differentiation" 0.995754256752515
2042 0.0518787989160854 4 12 "GO:0010799;GO:0010800" "regulation of peptidyl-threonine phosphorylation" 0.314875557468677
-179 0.882908827140402 2 9 "GO:0010803" "regulation of tumor necrosis factor-mediated signaling pathway" 0.970963852622197
-402 0.501611873692518 5 37 "GO:0010810" "regulation of cell-substrate adhesion" 0.804298596113427
-96 0.913837886518802 3 17 "GO:0010811" "positive regulation of cell-substrate adhesion" 0.977443979007834
-577 0.0525442788366273 3 151 "GO:0010817" "regulation of hormone levels" 0.31617421962789
1057 0.442235972139697 4 7 "GO:0010818;GO:0072678;GO:0030321;GO:0045795;GO:0060444;GO:0060763;GO:0070634;GO:1990868;GO:1990869" "cellular response to chemokine" 0.774978874090783
-371 0.463112839208828 2 52 "GO:0010821" "regulation of mitochondrion organization" 0.784292079046149
670 0.377602095817751 4 23 "GO:0010822" "positive regulation of mitochondrion organization" 0.733338127710926
-1458 0.0732396726938535 4 20 "GO:0010823" "negative regulation of mitochondrion organization" 0.368492618276545
-1098 0.0985520651158805 3 30 "GO:0010824;GO:0046605" "regulation of centrosome cycle" 0.422611617699903
-1261 0.327038045698474 6 8 "GO:0010825;GO:0046601;GO:1903722;GO:1903724" "regulation of centriole elongation" 0.69045039374966
-2958 0.0314834221131264 7 7 "GO:0010826;GO:0046606" "negative regulation of centrosome cycle" 0.238611199173169
-1213 0.055687733803989 4 33 "GO:0010827" "regulation of glucose transmembrane transport" 0.321934955624772
-761 0.268748349531051 8 28 "GO:0010828;GO:1903961" "positive regulation of anion transmembrane transport" 0.636222437676267
1426 0.142753047359143 2 14 "GO:0010830" "regulation of myotube differentiation" 0.493899524251683
2334 0.0695730920162692 3 8 "GO:0010831" "positive regulation of myotube differentiation" 0.361412309004118
-1800 0.268713164471064 2 5 "GO:0010835" "regulation of protein ADP-ribosylation" 0.636222437676267
177 0.897647635312178 6 7 "GO:0010837" "regulation of keratinocyte proliferation" 0.975175995073792
186 0.900157704204313 5 6 "GO:0010845;GO:0045836;GO:0060903" "positive regulation of meiotic nuclear division" 0.975527542103668
-1294 0.121121815347861 5 19 "GO:0010863" "positive regulation of phospholipase C activity" 0.463191118033578
345 0.816358411708511 2 6 "GO:0010866;GO:0010867;GO:0090208" "regulation of triglyceride biosynthetic process" 0.947835093357624
105 0.943478351198164 -1 6 "GO:0010869;GO:0010870" "obsolete regulation of receptor biosynthetic process" 0.986356482267365
-222 0.881345757578149 2 6 "GO:0010874;GO:0010875" "regulation of cholesterol efflux" 0.970571862376556
-452 0.598505122932308 5 18 "GO:0010880;GO:0086004;GO:1903115" "regulation of actin filament-based movement" 0.848966505898545
690 0.434323359792653 2 17 "GO:0010883" "regulation of lipid storage" 0.772788389643851
783 0.56896689140239 3 7 "GO:0010884" "positive regulation of lipid storage" 0.834353505372666
-52 0.967540194048488 4 8 "GO:0010885" "regulation of cholesterol storage" 0.990339915521848
-50 0.975325559455411 2 5 "GO:0010886" "positive regulation of cholesterol storage" 0.992907078090321
719 0.628188440045236 2 6 "GO:0010888" "negative regulation of lipid storage" 0.862081802704208
1267 0.0457157176346288 3 33 "GO:0010906" "regulation of glucose metabolic process" 0.293705902834169
-2885 0.0249025856276335 2 8 "GO:0010917;GO:0045837" "negative regulation of mitochondrial membrane potential" 0.210737226310891
2309 0.120052905665701 2 6 "GO:0010918" "positive regulation of mitochondrial membrane potential" 0.461716344366
51 0.941263881480533 3 28 "GO:0010921;GO:0043666" "regulation of phosphatase activity" 0.985054952578196
2131 0.190259916567145 4 5 "GO:0010922;GO:0032516" "positive regulation of phosphatase activity" 0.56043667548165
-648 0.462844318732109 7 17 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 0.784292079046149
-1427 0.00563424528727271 4 50 "GO:0010927" "cellular component assembly involved in morphogenesis" 0.0968255486405384
-36 0.976193375012201 3 9 "GO:0010928" "regulation of auxin mediated signaling pathway" 0.992907078090321
-1612 0.110277800768261 2 13 "GO:0010939" "regulation of necrotic cell death" 0.446460255761725
-499 0.00441848704439129 4 447 "GO:0010941;GO:0042981;GO:0043067" "regulation of cell death" 0.084640375676046
-455 0.102894078118701 2 172 "GO:0010942;GO:0043065;GO:0043068" "positive regulation of cell death" 0.428828014195305
-117 0.667749885846444 2 181 "GO:0010948" "negative regulation of cell cycle process" 0.885091849328243
